account_id,year_and_month,mrr_amount,previous_mrr,movement_type
A-0158bb,2024-08,0.0,0.0,NoChange
A-0158bb,2024-09,0.0,0.0,NoChange
A-0158bb,2024-10,0.0,0.0,NoChange
A-0158bb,2024-11,0.0,0.0,NoChange
A-0158bb,2024-12,3234.0,0.0,New
A-016043,2023-01,0.0,,Inactive
A-016043,2023-02,0.0,0.0,NoChange
A-016043,2023-03,0.0,0.0,NoChange
A-016043,2023-04,0.0,0.0,NoChange
A-016043,2023-05,0.0,0.0,NoChange
A-016043,2023-06,0.0,0.0,NoChange
A-016043,2023-07,0.0,0.0,NoChange
A-016043,2023-08,0.0,0.0,NoChange
A-016043,2023-09,0.0,0.0,NoChange
A-016043,2023-10,0.0,0.0,NoChange
A-016043,2023-11,0.0,0.0,NoChange
A-016043,2023-12,0.0,0.0,NoChange
A-016043,2024-01,0.0,0.0,NoChange
A-016043,2024-02,0.0,0.0,NoChange
A-016043,2024-03,0.0,0.0,NoChange
A-016043,2024-04,0.0,0.0,NoChange
A-016043,2024-05,0.0,0.0,NoChange
A-016043,2024-06,0.0,0.0,NoChange
A-016043,2024-07,0.0,0.0,NoChange
A-016043,2024-08,114.0,0.0,New
A-016043,2024-09,4227.0,114.0,Expansion
A-016043,2024-10,4109.0,4227.0,Contraction
A-016043,2024-11,4985.0,4109.0,Expansion
A-016043,2024-12,3081.0,4985.0,Contraction
A-019782,2023-01,0.0,,Inactive
A-019782,2023-02,0.0,0.0,NoChange
A-019782,2023-03,0.0,0.0,NoChange
A-019782,2023-04,0.0,0.0,NoChange
A-019782,2023-05,0.0,0.0,NoChange
A-019782,2023-06,833.0,0.0,New
A-019782,2023-07,0.0,833.0,Churn
A-019782,2023-08,6506.0,0.0,New
A-019782,2023-09,0.0,6506.0,Churn
A-019782,2023-10,209.0,0.0,New
A-019782,2023-11,0.0,209.0,Churn
A-019782,2023-12,0.0,0.0,NoChange
A-019782,2024-01,0.0,0.0,NoChange
A-019782,2024-02,0.0,0.0,NoChange
A-019782,2024-03,0.0,0.0,NoChange
A-019782,2024-04,0.0,0.0,NoChange
A-019782,2024-05,539.0,0.0,New
A-019782,2024-06,266.0,539.0,Contraction
A-019782,2024-07,0.0,266.0,Churn
A-019782,2024-08,0.0,0.0,NoChange
A-019782,2024-09,0.0,0.0,NoChange
A-019782,2024-10,0.0,0.0,NoChange
A-019782,2024-11,0.0,0.0,NoChange
A-019782,2024-12,0.0,0.0,NoChange
A-029f69,2023-01,0.0,,Inactive
A-029f69,2023-02,0.0,0.0,NoChange
A-029f69,2023-03,0.0,0.0,NoChange
A-029f69,2023-04,0.0,0.0,NoChange
A-029f69,2023-05,0.0,0.0,NoChange
A-029f69,2023-06,0.0,0.0,NoChange
A-029f69,2023-07,0.0,0.0,NoChange
A-029f69,2023-08,0.0,0.0,NoChange
A-029f69,2023-09,0.0,0.0,NoChange
A-029f69,2023-10,0.0,0.0,NoChange
A-029f69,2023-11,0.0,0.0,NoChange
A-029f69,2023-12,0.0,0.0,NoChange
A-029f69,2024-01,0.0,0.0,NoChange
A-029f69,2024-02,0.0,0.0,NoChange
A-029f69,2024-03,0.0,0.0,NoChange
A-029f69,2024-04,0.0,0.0,NoChange
A-029f69,2024-05,6050.0,0.0,New
A-029f69,2024-06,0.0,6050.0,Churn
A-029f69,2024-07,0.0,0.0,NoChange
A-029f69,2024-08,1626.0,0.0,New
A-029f69,2024-09,4593.0,1626.0,Expansion
A-029f69,2024-10,0.0,4593.0,Churn
A-029f69,2024-11,891.0,0.0,New
A-029f69,2024-12,1478.0,891.0,Expansion
A-02cd81,2023-01,0.0,,Inactive
A-02cd81,2023-02,0.0,0.0,NoChange
A-02cd81,2023-03,0.0,0.0,NoChange
A-02cd81,2023-04,0.0,0.0,NoChange
A-02cd81,2023-05,0.0,0.0,NoChange
A-02cd81,2023-06,0.0,0.0,NoChange
A-02cd81,2023-07,0.0,0.0,NoChange
A-02cd81,2023-08,0.0,0.0,NoChange
A-02cd81,2023-09,0.0,0.0,NoChange
A-02cd81,2023-10,0.0,0.0,NoChange
A-02cd81,2023-11,0.0,0.0,NoChange
A-02cd81,2023-12,0.0,0.0,NoChange
A-02cd81,2024-01,0.0,0.0,NoChange
A-02cd81,2024-02,0.0,0.0,NoChange
A-02cd81,2024-03,1672.0,0.0,New
A-02cd81,2024-04,0.0,1672.0,Churn
A-02cd81,2024-05,13068.0,0.0,New
A-02cd81,2024-06,10912.0,13068.0,Contraction
A-02cd81,2024-07,2156.0,10912.0,Contraction
A-02cd81,2024-08,2992.0,2156.0,Expansion
A-02cd81,2024-09,0.0,2992.0,Churn
A-02cd81,2024-10,0.0,0.0,NoChange
A-02cd81,2024-11,0.0,0.0,NoChange
A-02cd81,2024-12,2156.0,0.0,New
A-02fac6,2023-01,0.0,,Inactive
A-02fac6,2023-02,0.0,0.0,NoChange
A-02fac6,2023-03,0.0,0.0,NoChange
A-02fac6,2023-04,0.0,0.0,NoChange
A-02fac6,2023-05,0.0,0.0,NoChange
A-02fac6,2023-06,0.0,0.0,NoChange
A-02fac6,2023-07,0.0,0.0,NoChange
A-02fac6,2023-08,0.0,0.0,NoChange
A-02fac6,2023-09,0.0,0.0,NoChange
A-02fac6,2023-10,1078.0,0.0,New
A-02fac6,2023-11,4378.0,1078.0,Expansion
A-02fac6,2023-12,0.0,4378.0,Churn
A-02fac6,2024-01,1078.0,0.0,New
A-02fac6,2024-02,0.0,1078.0,Churn
A-02fac6,2024-03,0.0,0.0,NoChange
A-02fac6,2024-04,0.0,0.0,NoChange
A-02fac6,2024-05,8546.0,0.0,New
A-02fac6,2024-06,0.0,8546.0,Churn
A-02fac6,2024-07,0.0,0.0,NoChange
A-02fac6,2024-08,0.0,0.0,NoChange
A-02fac6,2024-09,5874.0,0.0,New
A-02fac6,2024-10,5456.0,5874.0,Contraction
A-02fac6,2024-11,0.0,5456.0,Churn
A-02fac6,2024-12,0.0,0.0,NoChange
A-034368,2023-01,0.0,,Inactive
A-034368,2023-02,0.0,0.0,NoChange
A-034368,2023-03,0.0,0.0,NoChange
A-034368,2023-04,0.0,0.0,NoChange
A-034368,2023-05,0.0,0.0,NoChange
A-034368,2023-06,0.0,0.0,NoChange
A-034368,2023-07,0.0,0.0,NoChange
A-034368,2023-08,0.0,0.0,NoChange
A-034368,2023-09,0.0,0.0,NoChange
A-034368,2023-10,0.0,0.0,NoChange
A-034368,2023-11,0.0,0.0,NoChange
A-034368,2023-12,0.0,0.0,NoChange
A-034368,2024-01,0.0,0.0,NoChange
A-034368,2024-02,0.0,0.0,NoChange
A-034368,2024-03,0.0,0.0,NoChange
A-034368,2024-04,0.0,0.0,NoChange
A-034368,2024-05,0.0,0.0,NoChange
A-034368,2024-06,494.0,0.0,New
A-034368,2024-07,0.0,494.0,Churn
A-034368,2024-08,0.0,0.0,NoChange
A-034368,2024-09,0.0,0.0,NoChange
A-034368,2024-10,5572.0,0.0,New
A-034368,2024-11,551.0,5572.0,Contraction
A-034368,2024-12,4577.0,551.0,Expansion
A-0354fe,2023-01,0.0,,Inactive
A-0354fe,2023-02,0.0,0.0,NoChange
A-0354fe,2023-03,0.0,0.0,NoChange
A-0354fe,2023-04,0.0,0.0,NoChange
A-0354fe,2023-05,0.0,0.0,NoChange
A-0354fe,2023-06,0.0,0.0,NoChange
A-0354fe,2023-07,0.0,0.0,NoChange
A-0354fe,2023-08,0.0,0.0,NoChange
A-0354fe,2023-09,0.0,0.0,NoChange
A-0354fe,2023-10,0.0,0.0,NoChange
A-0354fe,2023-11,0.0,0.0,NoChange
A-0354fe,2023-12,0.0,0.0,NoChange
A-0354fe,2024-01,0.0,0.0,NoChange
A-0354fe,2024-02,0.0,0.0,NoChange
A-0354fe,2024-03,0.0,0.0,NoChange
A-0354fe,2024-04,0.0,0.0,NoChange
A-0354fe,2024-05,0.0,0.0,NoChange
A-0354fe,2024-06,0.0,0.0,NoChange
A-0354fe,2024-07,0.0,0.0,NoChange
A-0354fe,2024-08,0.0,0.0,NoChange
A-0354fe,2024-09,0.0,0.0,NoChange
A-0354fe,2024-10,0.0,0.0,NoChange
A-0354fe,2024-11,8704.0,0.0,New
A-0354fe,2024-12,6766.0,8704.0,Contraction
A-038089,2023-01,0.0,,Inactive
A-038089,2023-02,0.0,0.0,NoChange
A-038089,2023-03,0.0,0.0,NoChange
A-038089,2023-04,0.0,0.0,NoChange
A-038089,2023-05,0.0,0.0,NoChange
A-038089,2023-06,0.0,0.0,NoChange
A-038089,2023-07,0.0,0.0,NoChange
A-038089,2023-08,0.0,0.0,NoChange
A-038089,2023-09,0.0,0.0,NoChange
A-038089,2023-10,0.0,0.0,NoChange
A-038089,2023-11,0.0,0.0,NoChange
A-038089,2023-12,0.0,0.0,NoChange
A-038089,2024-01,0.0,0.0,NoChange
A-038089,2024-02,0.0,0.0,NoChange
A-038089,2024-03,0.0,0.0,NoChange
A-038089,2024-04,0.0,0.0,NoChange
A-038089,2024-05,0.0,0.0,NoChange
A-038089,2024-06,245.0,0.0,New
A-038089,2024-07,1764.0,245.0,Expansion
A-038089,2024-08,0.0,1764.0,Churn
A-038089,2024-09,0.0,0.0,NoChange
A-038089,2024-10,0.0,0.0,NoChange
A-038089,2024-11,0.0,0.0,NoChange
A-038089,2024-12,95.0,0.0,New
A-039727,2023-01,0.0,,Inactive
A-039727,2023-02,0.0,0.0,NoChange
A-039727,2023-03,0.0,0.0,NoChange
A-039727,2023-04,0.0,0.0,NoChange
A-039727,2023-05,0.0,0.0,NoChange
A-039727,2023-06,0.0,0.0,NoChange
A-039727,2023-07,0.0,0.0,NoChange
A-039727,2023-08,0.0,0.0,NoChange
A-039727,2023-09,0.0,0.0,NoChange
A-039727,2023-10,0.0,0.0,NoChange
A-039727,2023-11,0.0,0.0,NoChange
A-039727,2023-12,0.0,0.0,NoChange
A-039727,2024-01,0.0,0.0,NoChange
A-039727,2024-02,0.0,0.0,NoChange
A-039727,2024-03,0.0,0.0,NoChange
A-039727,2024-04,0.0,0.0,NoChange
A-039727,2024-05,0.0,0.0,NoChange
A-039727,2024-06,0.0,0.0,NoChange
A-039727,2024-07,0.0,0.0,NoChange
A-039727,2024-08,0.0,0.0,NoChange
A-039727,2024-09,0.0,0.0,NoChange
A-039727,2024-10,0.0,0.0,NoChange
A-039727,2024-11,13350.0,0.0,New
A-039727,2024-12,23070.0,13350.0,Expansion
A-0532a9,2023-01,0.0,,Inactive
A-0532a9,2023-02,0.0,0.0,NoChange
A-0532a9,2023-03,0.0,0.0,NoChange
A-0532a9,2023-04,0.0,0.0,NoChange
A-0532a9,2023-05,0.0,0.0,NoChange
A-0532a9,2023-06,0.0,0.0,NoChange
A-0532a9,2023-07,0.0,0.0,NoChange
A-0532a9,2023-08,0.0,0.0,NoChange
A-0532a9,2023-09,0.0,0.0,NoChange
A-0532a9,2023-10,0.0,0.0,NoChange
A-0532a9,2023-11,0.0,0.0,NoChange
A-0532a9,2023-12,0.0,0.0,NoChange
A-0532a9,2024-01,0.0,0.0,NoChange
A-0532a9,2024-02,0.0,0.0,NoChange
A-0532a9,2024-03,0.0,0.0,NoChange
A-0532a9,2024-04,0.0,0.0,NoChange
A-0532a9,2024-05,0.0,0.0,NoChange
A-0532a9,2024-06,0.0,0.0,NoChange
A-0532a9,2024-07,0.0,0.0,NoChange
A-0532a9,2024-08,0.0,0.0,NoChange
A-0532a9,2024-09,361.0,0.0,New
A-0532a9,2024-10,6665.0,361.0,Expansion
A-0532a9,2024-11,5569.0,6665.0,Contraction
A-0532a9,2024-12,2566.0,5569.0,Contraction
A-054577,2023-01,0.0,,Inactive
A-054577,2023-02,0.0,0.0,NoChange
A-054577,2023-03,0.0,0.0,NoChange
A-054577,2023-04,0.0,0.0,NoChange
A-054577,2023-05,0.0,0.0,NoChange
A-054577,2023-06,0.0,0.0,NoChange
A-054577,2023-07,0.0,0.0,NoChange
A-054577,2023-08,0.0,0.0,NoChange
A-054577,2023-09,0.0,0.0,NoChange
A-054577,2023-10,0.0,0.0,NoChange
A-054577,2023-11,0.0,0.0,NoChange
A-054577,2023-12,0.0,0.0,NoChange
A-054577,2024-01,0.0,0.0,NoChange
A-054577,2024-02,0.0,0.0,NoChange
A-054577,2024-03,0.0,0.0,NoChange
A-054577,2024-04,0.0,0.0,NoChange
A-054577,2024-05,2744.0,0.0,New
A-054577,2024-06,2361.0,2744.0,Contraction
A-054577,2024-07,597.0,2361.0,Contraction
A-054577,2024-08,2950.0,597.0,Expansion
A-054577,2024-09,14925.0,2950.0,Expansion
A-054577,2024-10,456.0,14925.0,Contraction
A-054577,2024-11,475.0,456.0,Expansion
A-054577,2024-12,20093.0,475.0,Expansion
A-05d3b3,2023-01,0.0,,Inactive
A-05d3b3,2023-02,0.0,0.0,NoChange
A-05d3b3,2023-03,0.0,0.0,NoChange
A-05d3b3,2023-04,0.0,0.0,NoChange
A-05d3b3,2023-05,0.0,0.0,NoChange
A-05d3b3,2023-06,0.0,0.0,NoChange
A-05d3b3,2023-07,171.0,0.0,New
A-05d3b3,2023-08,3184.0,171.0,Expansion
A-05d3b3,2023-09,1078.0,3184.0,Contraction
A-05d3b3,2023-10,0.0,1078.0,Churn
A-05d3b3,2023-11,209.0,0.0,New
A-05d3b3,2023-12,0.0,209.0,Churn
A-05d3b3,2024-01,2587.0,0.0,New
A-05d3b3,2024-02,532.0,2587.0,Contraction
A-05d3b3,2024-03,0.0,532.0,Churn
A-05d3b3,2024-04,0.0,0.0,NoChange
A-05d3b3,2024-05,0.0,0.0,NoChange
A-05d3b3,2024-06,0.0,0.0,NoChange
A-05d3b3,2024-07,0.0,0.0,NoChange
A-05d3b3,2024-08,897.0,0.0,New
A-05d3b3,2024-09,171.0,897.0,Contraction
A-05d3b3,2024-10,3781.0,171.0,Expansion
A-05d3b3,2024-11,0.0,3781.0,Churn
A-05d3b3,2024-12,0.0,0.0,NoChange
A-05f0e5,2023-01,0.0,,Inactive
A-05f0e5,2023-02,0.0,0.0,NoChange
A-05f0e5,2023-03,0.0,0.0,NoChange
A-05f0e5,2023-04,0.0,0.0,NoChange
A-05f0e5,2023-05,0.0,0.0,NoChange
A-05f0e5,2023-06,8622.0,0.0,New
A-05f0e5,2023-07,0.0,8622.0,Churn
A-05f0e5,2023-08,0.0,0.0,NoChange
A-05f0e5,2023-09,0.0,0.0,NoChange
A-05f0e5,2023-10,1216.0,0.0,New
A-05f0e5,2023-11,0.0,1216.0,Churn
A-05f0e5,2023-12,0.0,0.0,NoChange
A-05f0e5,2024-01,0.0,0.0,NoChange
A-05f0e5,2024-02,1064.0,0.0,New
A-05f0e5,2024-03,0.0,1064.0,Churn
A-05f0e5,2024-04,6368.0,0.0,New
A-05f0e5,2024-05,1568.0,6368.0,Contraction
A-05f0e5,2024-06,18308.0,1568.0,Expansion
A-05f0e5,2024-07,6368.0,18308.0,Contraction
A-05f0e5,2024-08,1568.0,6368.0,Contraction
A-05f0e5,2024-09,0.0,1568.0,Churn
A-05f0e5,2024-10,3185.0,0.0,New
A-05f0e5,2024-11,2842.0,3185.0,Contraction
A-05f0e5,2024-12,0.0,2842.0,Churn
A-0651a4,2023-01,0.0,,Inactive
A-0651a4,2023-02,0.0,0.0,NoChange
A-0651a4,2023-03,0.0,0.0,NoChange
A-0651a4,2023-04,0.0,0.0,NoChange
A-0651a4,2023-05,0.0,0.0,NoChange
A-0651a4,2023-06,0.0,0.0,NoChange
A-0651a4,2023-07,0.0,0.0,NoChange
A-0651a4,2023-08,0.0,0.0,NoChange
A-0651a4,2023-09,0.0,0.0,NoChange
A-0651a4,2023-10,0.0,0.0,NoChange
A-0651a4,2023-11,0.0,0.0,NoChange
A-0651a4,2023-12,0.0,0.0,NoChange
A-0651a4,2024-01,0.0,0.0,NoChange
A-0651a4,2024-02,0.0,0.0,NoChange
A-0651a4,2024-03,0.0,0.0,NoChange
A-0651a4,2024-04,0.0,0.0,NoChange
A-0651a4,2024-05,0.0,0.0,NoChange
A-0651a4,2024-06,0.0,0.0,NoChange
A-0651a4,2024-07,0.0,0.0,NoChange
A-0651a4,2024-08,0.0,0.0,NoChange
A-0651a4,2024-09,0.0,0.0,NoChange
A-0651a4,2024-10,11940.0,0.0,New
A-0651a4,2024-11,11354.0,11940.0,Contraction
A-0651a4,2024-12,21270.0,11354.0,Expansion
A-068fc6,2023-01,0.0,,Inactive
A-068fc6,2023-02,0.0,0.0,NoChange
A-068fc6,2023-03,0.0,0.0,NoChange
A-068fc6,2023-04,0.0,0.0,NoChange
A-068fc6,2023-05,0.0,0.0,NoChange
A-068fc6,2023-06,0.0,0.0,NoChange
A-068fc6,2023-07,0.0,0.0,NoChange
A-068fc6,2023-08,0.0,0.0,NoChange
A-068fc6,2023-09,0.0,0.0,NoChange
A-068fc6,2023-10,1715.0,0.0,New
A-068fc6,2023-11,0.0,1715.0,Churn
A-068fc6,2023-12,0.0,0.0,NoChange
A-068fc6,2024-01,0.0,0.0,NoChange
A-068fc6,2024-02,0.0,0.0,NoChange
A-068fc6,2024-03,665.0,0.0,New
A-068fc6,2024-04,6965.0,665.0,Expansion
A-068fc6,2024-05,0.0,6965.0,Churn
A-068fc6,2024-06,0.0,0.0,NoChange
A-068fc6,2024-07,10395.0,0.0,New
A-068fc6,2024-08,0.0,10395.0,Churn
A-068fc6,2024-09,0.0,0.0,NoChange
A-068fc6,2024-10,665.0,0.0,New
A-068fc6,2024-11,0.0,665.0,Churn
A-068fc6,2024-12,8680.0,0.0,New
A-075038,2023-01,0.0,,Inactive
A-075038,2023-02,0.0,0.0,NoChange
A-075038,2023-03,0.0,0.0,NoChange
A-075038,2023-04,0.0,0.0,NoChange
A-075038,2023-05,0.0,0.0,NoChange
A-075038,2023-06,0.0,0.0,NoChange
A-075038,2023-07,5047.0,0.0,New
A-075038,2023-08,0.0,5047.0,Churn
A-075038,2023-09,0.0,0.0,NoChange
A-075038,2023-10,0.0,0.0,NoChange
A-075038,2023-11,833.0,0.0,New
A-075038,2023-12,0.0,833.0,Churn
A-075038,2024-01,2773.0,0.0,New
A-075038,2024-02,833.0,2773.0,Contraction
A-075038,2024-03,0.0,833.0,Churn
A-075038,2024-04,323.0,0.0,New
A-075038,2024-05,703.0,323.0,Expansion
A-075038,2024-06,0.0,703.0,Churn
A-075038,2024-07,4216.0,0.0,New
A-075038,2024-08,3383.0,4216.0,Contraction
A-075038,2024-09,0.0,3383.0,Churn
A-075038,2024-10,798.0,0.0,New
A-075038,2024-11,0.0,798.0,Churn
A-075038,2024-12,0.0,0.0,NoChange
A-089363,2023-01,0.0,,Inactive
A-089363,2023-02,0.0,0.0,NoChange
A-089363,2023-03,0.0,0.0,NoChange
A-089363,2023-04,0.0,0.0,NoChange
A-089363,2023-05,0.0,0.0,NoChange
A-089363,2023-06,98.0,0.0,New
A-089363,2023-07,0.0,98.0,Churn
A-089363,2023-08,0.0,0.0,NoChange
A-089363,2023-09,0.0,0.0,NoChange
A-089363,2023-10,0.0,0.0,NoChange
A-089363,2023-11,760.0,0.0,New
A-089363,2023-12,0.0,760.0,Churn
A-089363,2024-01,2985.0,0.0,New
A-089363,2024-02,0.0,2985.0,Churn
A-089363,2024-03,0.0,0.0,NoChange
A-089363,2024-04,0.0,0.0,NoChange
A-089363,2024-05,0.0,0.0,NoChange
A-089363,2024-06,57.0,0.0,New
A-089363,2024-07,1274.0,57.0,Expansion
A-089363,2024-08,1990.0,1274.0,Expansion
A-089363,2024-09,0.0,1990.0,Churn
A-089363,2024-10,209.0,0.0,New
A-089363,2024-11,13731.0,209.0,Expansion
A-089363,2024-12,0.0,13731.0,Churn
A-08e34e,2023-01,0.0,,Inactive
A-08e34e,2023-02,0.0,0.0,NoChange
A-08e34e,2023-03,0.0,0.0,NoChange
A-08e34e,2023-04,0.0,0.0,NoChange
A-08e34e,2023-05,0.0,0.0,NoChange
A-08e34e,2023-06,0.0,0.0,NoChange
A-08e34e,2023-07,0.0,0.0,NoChange
A-08e34e,2023-08,0.0,0.0,NoChange
A-08e34e,2023-09,0.0,0.0,NoChange
A-08e34e,2023-10,0.0,0.0,NoChange
A-08e34e,2023-11,0.0,0.0,NoChange
A-08e34e,2023-12,0.0,0.0,NoChange
A-08e34e,2024-01,0.0,0.0,NoChange
A-08e34e,2024-02,0.0,0.0,NoChange
A-08e34e,2024-03,0.0,0.0,NoChange
A-08e34e,2024-04,0.0,0.0,NoChange
A-08e34e,2024-05,0.0,0.0,NoChange
A-08e34e,2024-06,0.0,0.0,NoChange
A-08e34e,2024-07,686.0,0.0,New
A-08e34e,2024-08,2149.0,686.0,Expansion
A-08e34e,2024-09,7587.0,2149.0,Expansion
A-08e34e,2024-10,0.0,7587.0,Churn
A-08e34e,2024-11,5771.0,0.0,New
A-08e34e,2024-12,5628.0,5771.0,Contraction
A-09316c,2023-01,0.0,,Inactive
A-09316c,2023-02,0.0,0.0,NoChange
A-09316c,2023-03,0.0,0.0,NoChange
A-09316c,2023-04,0.0,0.0,NoChange
A-09316c,2023-05,0.0,0.0,NoChange
A-09316c,2023-06,0.0,0.0,NoChange
A-09316c,2023-07,0.0,0.0,NoChange
A-09316c,2023-08,0.0,0.0,NoChange
A-09316c,2023-09,0.0,0.0,NoChange
A-09316c,2023-10,0.0,0.0,NoChange
A-09316c,2023-11,0.0,0.0,NoChange
A-09316c,2023-12,0.0,0.0,NoChange
A-09316c,2024-01,0.0,0.0,NoChange
A-09316c,2024-02,0.0,0.0,NoChange
A-09316c,2024-03,0.0,0.0,NoChange
A-09316c,2024-04,0.0,0.0,NoChange
A-09316c,2024-05,0.0,0.0,NoChange
A-09316c,2024-06,0.0,0.0,NoChange
A-09316c,2024-07,0.0,0.0,NoChange
A-09316c,2024-08,0.0,0.0,NoChange
A-09316c,2024-09,29190.0,0.0,New
A-09316c,2024-10,0.0,29190.0,Churn
A-09316c,2024-11,11620.0,0.0,New
A-09316c,2024-12,29190.0,11620.0,Expansion
A-09540c,2023-01,0.0,,Inactive
A-09540c,2023-02,0.0,0.0,NoChange
A-09540c,2023-03,0.0,0.0,NoChange
A-09540c,2023-04,0.0,0.0,NoChange
A-09540c,2023-05,0.0,0.0,NoChange
A-09540c,2023-06,0.0,0.0,NoChange
A-09540c,2023-07,0.0,0.0,NoChange
A-09540c,2023-08,0.0,0.0,NoChange
A-09540c,2023-09,0.0,0.0,NoChange
A-09540c,2023-10,0.0,0.0,NoChange
A-09540c,2023-11,0.0,0.0,NoChange
A-09540c,2023-12,0.0,0.0,NoChange
A-09540c,2024-01,0.0,0.0,NoChange
A-09540c,2024-02,0.0,0.0,NoChange
A-09540c,2024-03,0.0,0.0,NoChange
A-09540c,2024-04,1273.0,0.0,New
A-09540c,2024-05,13333.0,1273.0,Expansion
A-09540c,2024-06,0.0,13333.0,Churn
A-09540c,2024-07,0.0,0.0,NoChange
A-09540c,2024-08,2546.0,0.0,New
A-09540c,2024-09,0.0,2546.0,Churn
A-09540c,2024-10,0.0,0.0,NoChange
A-09540c,2024-11,3283.0,0.0,New
A-09540c,2024-12,3283.0,3283.0,NoChange
A-098560,2023-01,0.0,,Inactive
A-098560,2023-02,0.0,0.0,NoChange
A-098560,2023-03,0.0,0.0,NoChange
A-098560,2023-04,0.0,0.0,NoChange
A-098560,2023-05,0.0,0.0,NoChange
A-098560,2023-06,0.0,0.0,NoChange
A-098560,2023-07,0.0,0.0,NoChange
A-098560,2023-08,0.0,0.0,NoChange
A-098560,2023-09,0.0,0.0,NoChange
A-098560,2023-10,0.0,0.0,NoChange
A-098560,2023-11,0.0,0.0,NoChange
A-098560,2023-12,1715.0,0.0,New
A-098560,2024-01,0.0,1715.0,Churn
A-098560,2024-02,0.0,0.0,NoChange
A-098560,2024-03,588.0,0.0,New
A-098560,2024-04,1415.0,588.0,Expansion
A-098560,2024-05,0.0,1415.0,Churn
A-098560,2024-06,0.0,0.0,NoChange
A-098560,2024-07,1148.0,0.0,New
A-098560,2024-08,0.0,1148.0,Churn
A-098560,2024-09,5904.0,0.0,New
A-098560,2024-10,760.0,5904.0,Contraction
A-098560,2024-11,796.0,760.0,Expansion
A-098560,2024-12,0.0,796.0,Churn
A-0a282f,2023-01,0.0,,Inactive
A-0a282f,2023-02,0.0,0.0,NoChange
A-0a282f,2023-03,0.0,0.0,NoChange
A-0a282f,2023-04,0.0,0.0,NoChange
A-0a282f,2023-05,0.0,0.0,NoChange
A-0a282f,2023-06,0.0,0.0,NoChange
